Name,Customer_ID,Address,City,State,ZIP,Avg_Sale_Amount,Store_Number,Responded_to_Last_Catalog,Avg_Num_Products_Purchased,#_Years_as_Customer,Customer_Segment_Loyalty_Club_Only,Customer_Segment_Loyalty_Club_and_Credit_Card,Customer_Segment_Store_Mailing_List
Florence Wagner,2778,6090 Rogers Cir,Arvada,CO,80403,555.33,106,No,5,5,1,0,0
Rosa Banuelos,2783,187 S Newland St,Lakewood,CO,80226,390.92,108,No,3,8,1,0,0
Ileen Gallagos,2791,959 S Miller St,Lakewood,CO,80226,555.41,101,No,6,3,1,0,0
Lynn Otto,2792,3659 S Biscay Ct,Aurora,CO,80013,290.76,100,No,4,3,1,0,0
Mary Kilburn,2794,4741 Yates Ct,Broomfield,CO,80020,542.18,109,No,6,2,1,0,0
Cindy Kelly,2796,4760 Saint Paul Ct,Denver,CO,80216,333.33,103,No,4,7,1,0,0
Robbin Kennedy,2799,2181 S Trenton Way,Denver,CO,80231,508.55,100,No,2,1,1,0,0
Jvoy Enderle,2801,8609 E Dillard Pl,Denver,CO,80231,373.34,105,No,4,6,1,0,0
Jennifer Preston,2816,1415 Cook St,Denver,CO,80206,288.57,103,No,4,6,1,0,0
Carolyn Buchenau,2817,10796 Steele St,Northglenn,CO,80233,704.7,107,No,5,4,1,0,0
Almalilia Villagrana,2825,2329 S Elkhart St,Aurora,CO,80014,678.45,104,No,9,5,1,0,0
Loan Tran,2834,4192 Fenton St,Denver,CO,80212,505.99,107,No,5,5,1,0,0
Sharon Lecavelier,2837,14605 W 72nd Ave,Arvada,CO,80005,519.15,108,No,6,7,1,0,0
Kristin Kvatsak,2840,338 Driftwood Cir,Lafayette,CO,80026,417.77,103,No,4,6,1,0,0
Maddy Adams,2841,4131 S Lewiston Cir,Aurora,CO,80013,342.97,104,No,2,1,1,0,0
Sarah Tommer,2843,10895 Omaha Ln,Parker,CO,80138,443.03,102,No,2,4,1,0,0
Thoma Alexander,2846,10124 W Powers Ave,Littleton,CO,80127,287.17,101,No,4,7,1,0,0
Jessica Zambrano,2850,5275 E 130th Ave,Thornton,CO,80241,442.58,103,No,3,1,1,0,0
Tami Harms,2868,3758 Yates St,Denver,CO,80212,545.17,107,No,4,6,1,0,0
Rosa Holt,2869,22463 E Weaver Dr,Aurora,CO,80016,380.8,102,No,3,5,1,0,0
Angela Vanlowe,2891,171 S Joliet Cir,Aurora,CO,80012,358.08,105,No,4,6,1,0,0
Judee Karchmer,2897,13205 W 67th Pl,Arvada,CO,80004,371.39,103,No,4,8,1,0,0
Geraldine Warner,2899,5504 E Utah Pl,Denver,CO,80222,306.44,100,No,2,7,1,0,0
Misty Hawkins,2900,5430 Holland Dr,Arvada,CO,80002,386.15,103,No,7,3,1,0,0
Paula Cusick,2912,1811 S Quebec Way,Denver,CO,80231,541.29,100,No,3,4,1,0,0
Gloria Henderson,2916,425 Holman Way,Golden,CO,80401,442.71,107,No,4,3,1,0,0
Christine Dickhans,2920,9798 Jellison Way,Broomfield,CO,80021,374.67,103,No,3,7,1,0,0
Blanca Adkins,2924,3521 Milwaukee St,Denver,CO,80205,403.66,103,No,6,8,1,0,0
Monica Gonzales,2927,4853 E Kentucky Cir,Denver,CO,80246,543.14,100,No,5,8,1,0,0
Shonda Gobie,2928,11668 Pearl St,Northglenn,CO,80233,490.69,103,No,5,4,1,0,0
Margaret Fulcher,2951,7021 Utica St,Westminster,CO,80030,539.75,108,No,5,7,1,0,0
Rebecca Williams,2958,9961 E Idaho Cir,Denver,CO,80247,295.35,104,No,3,8,1,0,0
Harriet Wall,2964,5433 S Versailles St,Aurora,CO,80015,321.28,104,No,3,1,1,0,0
Lyubov Nemanov,2969,2820 S Decatur St,Denver,CO,80236,327.99,100,No,4,6,1,0,0
Maria Borbon,2979,3291 W 10th Avenue Pl,Broomfield,CO,80020,390.27,103,No,4,3,1,0,0
Alicia Padilla,2981,121 Sequoia St,Golden,CO,80401,551.02,101,No,5,5,1,0,0
Natalie Lyons,2987,683 S Gilpin St,Denver,CO,80209,470.4,105,No,4,1,1,0,0
Randi Mascarenas,3003,1745 S Sherman St,Denver,CO,80210,358.61,101,No,3,8,1,0,0
Carolin Cartier,3008,2971 Grove St,Denver,CO,80211,447.57,108,No,5,3,1,0,0
Claudia Espinoza,3010,10743 Longs Way,Parker,CO,80138,354.98,102,No,2,1,1,0,0
Alla Podnosova,3031,3377 W 114th Cir,Westminster,CO,80031,448.58,103,No,4,2,1,0,0
Lisa Fitch,3032,7361 W 93rd Way,Broomfield,CO,80021,307.56,103,No,2,8,1,0,0
Marjorie Wilhelm,3038,16793 E Kenyon Dr,Aurora,CO,80013,280.66,104,No,1,3,1,0,0
Deyanira Manjarrez,3039,6772 E Cedar Ave,Denver,CO,80224,442.43,101,No,4,5,1,0,0
Kelley Sullivan,3041,15689 E Dorado Ave,Centennial,CO,80015,380.55,104,No,3,7,1,0,0
Marilyn Marcely,3051,842 Union St,Lakewood,CO,80401,239.96,106,No,1,6,1,0,0
Ann Britton,3060,1470 S Quebec Way,Denver,CO,80231,281.68,100,No,3,4,1,0,0
Hate Hernandez,3062,8547 Gold Peak Dr,Highlands Ranch,CO,80130,347.14,100,No,3,5,1,0,0
Deborah Dreith-Calloway,3064,1196 S Kalispell St,Aurora,CO,80017,471.05,100,No,3,2,1,0,0
Christine Pendleton,3076,5435 Bryant St,Denver,CO,80221,371.49,101,No,8,8,1,0,0
Joyce Swartz,3077,556 Emporia St,Aurora,CO,80010,556.06,100,No,6,4,1,0,0
Kathleen Flynn,3078,3350 S Bryant St,Englewood,CO,80110,530.78,101,No,6,8,1,0,0
Sara Thomas,3081,9100 E Florida Ave,Denver,CO,80247,336.54,100,No,5,7,1,0,0
Linda Johnson,3086,5825 W 2nd Ave,Lakewood,CO,80226,365.4,106,No,3,6,1,0,0
Josephine Rafalian,3087,2756 S King St,Denver,CO,80236,373.87,101,No,4,7,1,0,0
Debra Powell,3092,9360 E Center Ave,Denver,CO,80247,495.42,100,No,6,8,1,0,0
Norene Simmonds,3094,3925 Dudley St,Wheat Ridge,CO,80033,372.12,107,No,2,5,1,0,0
Maria Zepeda,3102,18627 E Prentice Pl,Centennial,CO,80015,417.24,104,No,4,8,1,0,0
Phyllis Mcclurg,3103,4232 S Gibraltar St,Aurora,CO,80013,396.45,104,No,4,3,1,0,0
Christi Beach,3131,6120 S Cathay Ct,Aurora,CO,80016,309.33,104,No,2,3,1,0,0
Terresa Ricken,3134,3328 S Ammons St,Lakewood,CO,80227,504.54,101,No,4,7,1,0,0
Barbara Grim,3136,14169 E Dickinson Dr,Aurora,CO,80014,295.9,105,No,1,4,1,0,0
Stephanie Carwin,3137,4700 Tabor St,Wheat Ridge,CO,80033,336.38,108,No,1,2,1,0,0
Phyllis Blan,3139,16049 E Berry Dr,Centennial,CO,80015,501.91,104,No,1,8,1,0,0
Candy Blue,3156,5442 S Zeno St,Centennial,CO,80015,422.95,104,No,4,8,1,0,0
Misty Garegnani,3162,1210 W 8th Avenue Dr,Broomfield,CO,80020,297.64,109,No,2,5,1,0,0
Tara Little,3165,3462 Xenia St,Denver,CO,80238,279.84,100,No,2,8,1,0,0
Valerie Most,3176,22191 E Alamo Ln,Centennial,CO,80015,549.84,104,No,5,6,1,0,0
Andrea Latzer,3180,630 S Dayton St,Denver,CO,80247,453.18,100,No,4,6,1,0,0
Ann Chavez,3187,1934 S Perry Way,Denver,CO,80219,435.05,101,No,5,7,1,0,0
Rachel Salazar,3191,20517 E Caley Pl,Centennial,CO,80016,385.33,102,No,4,8,1,0,0
K Vehar,3200,252 Pennsylvania St,Denver,CO,80203,770.3,100,No,6,6,1,0,0
Rebecca Mason,3201,6124 Cole Ct,Arvada,CO,80004,390.76,108,No,4,4,1,0,0
Maryann Tovrea,3208,955 S Havana St,Denver,CO,80012,411.72,105,No,4,8,1,0,0
Dorene Lyons,3215,430 Garland St,Lakewood,CO,80226,369.11,101,No,1,7,1,0,0
Demal Brakmic,3217,8417 Dover Ct,Arvada,CO,80005,72.88,107,No,1,1,1,0,0
Melissa White,3226,1975 Oak St,Lakewood,CO,80215,372.95,106,No,4,4,1,0,0
Leanna Roche,3230,3074 W Amherst Ave,Denver,CO,80236,344.77,106,No,4,2,1,0,0
Michelle Moe,3231,1993 S Wolcott Ct,Denver,CO,80219,335.13,101,No,4,7,1,0,0
Mihaela Polocoser,3233,5829 S Datura St,Littleton,CO,80120,288.1,101,No,4,2,1,0,0
Kathleen Leo,3235,4362 S Evanston Ct,Aurora,CO,80015,495.44,104,No,4,5,1,0,0
Theresa Yuhas,3242,12560 Eastlake Dr,Thornton,CO,80241,320.87,103,No,2,8,1,0,0
Ruth Gildea,3244,1870 S Filbert Ct,Denver,CO,80222,483.5,100,No,4,1,1,0,0
Barbara Brooks,3248,5252 S Fraser Way,Aurora,CO,80015,382.52,100,No,2,2,1,0,0
Francine Marfia,3262,6503 W 78th Ave,Arvada,CO,80003,424.8,108,No,3,7,1,0,0
Valerie Salls,3266,6480 W 32nd Ave,Wheat Ridge,CO,80033,309.94,107,No,1,3,1,0,0
Emily Hall,3273,1435 S Xavier St,Denver,CO,80219,532.82,106,No,5,2,1,0,0
Sumiye Iwata,3274,12103 E Louisiana Ave,Aurora,CO,80012,472.34,104,No,4,3,1,0,0
Vivian Gaulden,3276,770 Elm St,Denver,CO,80220,450.21,107,No,5,8,1,0,0
Rosa Nenjibar,3280,3752 S Ensenada St,Aurora,CO,80013,428.39,104,No,3,4,1,0,0
Denise Minish,3283,587 Oakland Ct,Aurora,CO,80010,426.53,105,No,4,8,1,0,0
Sharon Storm,3295,136 Willow Pl S,Broomfield,CO,80020,317.25,108,No,5,6,1,0,0
Kyung Yun,3302,6253 W Gould Dr,Littleton,CO,80123,502.8,101,No,2,3,1,0,0
Bernadine Quintana,3307,841 Cortez St,Denver,CO,80221,154.28,103,No,1,8,1,0,0
Maria Arroyo,3316,6676 S Apache Dr,Littleton,CO,80120,310.03,101,No,2,7,1,0,0
Betty Harkness,3320,16449 E Berry Ave,Centennial,CO,80015,286.6,104,No,4,3,1,0,0
Karen Hutchins,3325,8703 W 86th Ave,Arvada,CO,80005,417.58,103,No,6,5,1,0,0
Mary Martinez,3331,3838 S Wabash St,Denver,CO,80237,395.73,100,No,7,8,1,0,0
Nicole Martin,3333,8850 W 37th Pl,Wheat Ridge,CO,80033,519.76,108,No,4,4,1,0,0
Melissa Ruff,3,846 S Umatilla Way,Denver,CO,80223,901.31,100,No,6,7,0,0,0
Muriel Coulter,15,4288 S Richfield St,Aurora,CO,80013,689.42,104,No,6,3,0,0,0
Darcy Souza,27,11651 Bent Oaks St,Parker,CO,80138,724.72,102,No,6,4,0,0,0
Sirene Marquiss,56,4551 W 89th Way,Westminster,CO,80031,711.05,103,No,8,8,0,0,0
Karyn Rogers,59,1313 Williams St,Denver,CO,80218,650.89,104,No,5,6,0,0,0
Mary Wetmore,63,11921 W 76th Dr,Arvada,CO,80005,694.48,103,No,5,5,0,0,0
Kathryn Hall,80,2389 S Eldridge St,Lakewood,CO,80228,611.51,106,No,6,3,0,0,0
Mary Hetherington,87,1221 Ulster St,Denver,CO,80220,481.99,100,No,4,6,0,0,0
Olga Escalante,91,15101 E Colorado Pl,Aurora,CO,80012,903.7,104,No,7,6,0,0,0
Dayna Bustillos,92,16664 E Louisiana Dr,Aurora,CO,80017,612.75,105,No,5,1,0,0,0
Victoria Millette,93,1671 Xanthia St,Denver,CO,80220,761.05,107,No,5,3,0,0,0
Florika Baldwin,115,4285 S Salida Way,Aurora,CO,80013,714.55,104,No,5,3,0,0,0
Dejhia Dressler,119,2670 S Irving St,Denver,CO,80219,694.71,107,No,5,3,0,0,0
Ivonne Anzures,120,46093 Black Spruce Ln,Parker,CO,80138,567.03,102,No,5,2,0,0,0
Delores Quartino,151,855 Agate St,Broomfield,CO,80020,782.1,108,No,5,3,0,0,0
Sonya Gallegos,152,3289 S Ouray Way,Aurora,CO,80013,720.97,105,No,7,5,0,0,0
Megan Mckinley,162,7500 E Quincy Ave,Denver,CO,80237,753.86,101,No,4,2,0,0,0
Marian Fisher,180,456 S Olive Way,Denver,CO,80224,782.99,100,No,3,1,0,0,0
Annette Lilley,181,4300 Owens St,Wheat Ridge,CO,80033,683.53,109,No,8,7,0,0,0
Pamela Abrams,182,201 Hemlock St,Broomfield,CO,80020,159.42,103,Yes,1,8,0,0,0
Beatriz Cruz,194,1161 S Sable Blvd,Aurora,CO,80012,795.58,105,No,6,4,0,0,0
Jasmin Gonzales,197,2569 S Holly Pl,Denver,CO,80222,586.03,100,No,5,3,0,0,0
Kari Roach,198,720 Juniper St,Golden,CO,80401,772.56,108,No,8,8,0,0,0
Donna Voegtle,204,14001 E Marina Dr,Aurora,CO,80014,637.98,105,No,6,4,0,0,0
Susanna Last,210,4330 S Pennsylvania St,Englewood,CO,80113,623.64,105,No,7,6,0,0,0
Sara Braa,211,2050 Yarrow St,Lakewood,CO,80214,665.6,106,No,7,7,0,0,0
Cindy Hale,214,3630 S Olathe Way,Aurora,CO,80013,577.8,104,No,5,1,0,0,0
Leticia Olivas,236,11925 W 66th Pl,Arvada,CO,80004,581.26,108,No,5,5,0,0,0
Montana Loundagin,240,12067 E Amherst Pl,Aurora,CO,80014,882.0,104,No,5,2,0,0,0
Katie Foltz,245,4751 E Costilla Ave,Centennial,CO,80122,569.26,100,No,4,5,0,0,0
Amanda Salz,251,7233 Deframe Ct,Arvada,CO,80005,840.89,103,No,7,1,0,0,0
Bonnie Loudenback,258,2462 W 56th Ave,Denver,CO,80221,669.5,101,No,7,6,0,0,0
Madonna Wyman,269,5656 S Helena Ct,Centennial,CO,80015,857.77,105,No,7,5,0,0,0
Krista Stinebuck,274,1346 S Sherman St,Denver,CO,80210,92.49,101,Yes,2,4,0,0,0
Emily Sturges,288,15336 E Bates Ave,Aurora,CO,80013,663.8,104,No,6,5,0,0,0
Amy Kahn,301,567 S York St,Denver,CO,80209,757.32,101,No,2,3,0,0,0
Sarah Lewis,303,2856 S Joslin Ct,Denver,CO,80227,685.76,106,No,4,8,0,0,0
Irene Campbell,317,7790 W 87th Dr,Arvada,CO,80005,880.53,109,No,5,2,0,0,0
Godela Brosnahan,336,12417 W Swarthmore Ave,Morrison,CO,80465,802.75,101,No,8,8,0,0,0
Mary Klosterman,354,1625 S Birch St,Denver,CO,80222,574.85,100,No,5,2,0,0,0
Sue Hayek,355,4344 Sheridan Blvd,Denver,CO,80212,904.69,109,No,2,7,0,0,0
Janell Erwin,357,16586 E Hialeah Dr,Centennial,CO,80015,923.65,104,No,6,5,0,0,0
Dorothy Phillips,360,4315 Wyandot St,Denver,CO,80211,579.61,108,No,4,3,0,0,0
Cathryn Ridlen,381,2466 S Fenton Dr,Lakewood,CO,80227,623.49,106,No,7,1,0,0,0
Mary Grimm,387,26711 E Arbor Dr,Aurora,CO,80016,756.23,102,No,6,1,0,0,0
Jessica Paulus,388,4001 Benton St,Wheat Ridge,CO,80212,663.65,107,No,7,3,0,0,0
Kathleen Hix,398,12407 E Alaska Pl,Aurora,CO,80012,828.15,100,No,6,6,0,0,0
Mary Christenson,430,4125 Ammons St,Wheat Ridge,CO,80033,637.63,108,No,6,4,0,0,0
Kay Bishop,441,9105 W 2nd Ave,Lakewood,CO,80226,180.5,107,No,1,4,0,0,0
Catherine Jose,445,2062 S Wolcott Ct,Denver,CO,80219,735.28,101,No,6,4,0,0,0
Jean Wilmington,448,1385 Vance St,Lakewood,CO,80214,817.32,100,No,5,1,0,0,0
Adrienne Nishimoto,451,1475 S Jasmine Way,Denver,CO,80224,657.36,100,No,7,4,0,0,0
Erin Metzinger,454,433 S Vaughn Way,Aurora,CO,80012,901.69,102,No,7,4,0,0,0
Natasha Day,463,9201 E Mississippi Ave,Denver,CO,80247,750.89,104,No,6,3,0,0,0
Heidi Lynch,470,955 Eudora St,Denver,CO,80220,228.96,100,No,1,8,0,0,0
Christine Coggins,471,7600 E Caley Ave,Englewood,CO,80111,867.02,105,No,6,8,0,0,0
Gillian Dokken,472,13867 Lexington Pl,Westminster,CO,80023,781.67,103,No,6,8,0,0,0
Jennifer Skraznas,483,12801 E Kansas Pl,Aurora,CO,80012,804.91,105,No,6,6,0,0,0
Maria Gonzalez,486,18794 E Linvale Pl,Aurora,CO,80013,806.07,102,No,5,2,0,0,0
Angie Miller,503,3100 W Longfellow Pl,Denver,CO,80221,584.97,107,No,5,7,0,0,0
Karen Smith,508,2820 Kendall St,Edgewater,CO,80214,792.23,100,No,5,1,0,0,0
Maria Alcala,514,41550 Frontier Rd,Parker,CO,80138,891.75,102,No,5,6,0,0,0
Renae Geesey,522,1196 Sunset Dr,Broomfield,CO,80020,827.01,109,No,5,4,0,0,0
Sarah Jensen,526,4540 Hoyt St,Wheat Ridge,CO,80033,751.49,106,No,6,6,0,0,0
Dm Brunn,540,8500 W 106th Ave,Broomfield,CO,80021,783.42,103,No,7,3,0,0,0
Benner Chesnutt,549,8215 Garland Dr,Arvada,CO,80005,631.54,103,No,5,2,0,0,0
Christine Wolff,552,3250 Benton St,Wheat Ridge,CO,80212,863.63,106,No,2,4,0,0,0
Nancy Sanders,555,7805 W 47th Ave,Wheat Ridge,CO,80033,659.88,108,No,5,8,0,0,0
Crystal Serbin,556,4550 E Cherry Creek South Dr,Denver,CO,80246,689.24,100,No,9,4,0,0,0
Liz Mccright,570,10693 E Exposition Ave,Aurora,CO,80012,623.35,105,No,6,5,0,0,0
Theresa Alexander,573,3455 S Marion St,Englewood,CO,80113,704.22,104,No,6,4,0,0,0
Karen Dale,576,3748 S Walden St,Aurora,CO,80013,878.57,100,No,7,6,0,0,0
Karstin Sutton,594,19465 E Powers Pl,Aurora,CO,80015,753.58,104,No,6,4,0,0,0
Josephine Eskanos,597,3950 Yates St,Denver,CO,80212,744.92,107,No,5,1,0,0,0
Holly Jett,603,1509 S Macon St,Aurora,CO,80012,541.95,105,No,6,2,0,0,0
Carolyn Tai,604,12010 W 52nd Pl,Arvada,CO,80002,922.57,108,No,11,5,0,0,0
Rosalind Callahan,606,3153 E 133rd Ave,Thornton,CO,80241,692.49,103,No,6,5,0,0,0
Ellen Anthony,609,5260 Vallejo Way,Denver,CO,80221,749.85,103,No,7,4,0,0,0
Catherine Lucero,627,895 Teller St,Lakewood,CO,80214,735.84,106,No,3,2,0,0,0
Joan Mills,635,1443 Loch Lomond Ave,Broomfield,CO,80020,857.65,109,No,7,5,0,0,0
Carole Wieggers,646,11279 W 68th Way,Arvada,CO,80004,560.24,108,No,5,6,0,0,0
Carole Harris,649,3424 W 25th Ave,Denver,CO,80211,695.0,107,No,5,5,0,0,0
Erlinda Catano,651,5694 W 109th Cir,Westminster,CO,80020,748.66,109,No,4,6,0,0,0
D Harlan,669,10833 W Patterson Pl,Littleton,CO,80127,558.59,101,No,4,1,0,0,0
Cynthia Cross,679,5010 W 6th Ave,Denver,CO,80204,835.6,106,No,7,5,0,0,0
S Walls,688,4750 S Dudley St,Littleton,CO,80123,866.74,106,No,7,8,0,0,0
Rosa Huerta,691,9641 W 64th Pl,Arvada,CO,80004,769.63,108,No,12,4,0,0,0
Meghan Chesley,694,9181 Judson St,Westminster,CO,80031,341.24,108,No,7,7,0,0,0
Dora Campos,696,306 W Grand Ave,Englewood,CO,80110,828.47,106,No,6,1,0,0,0
Judith Shelton,697,7076 E Louisiana Ave,Denver,CO,80224,772.14,104,No,5,8,0,0,0
Mary Roark,702,442 S Moore St,Lakewood,CO,80226,678.67,106,No,7,3,0,0,0
Judith Meisner,709,7770 W 8th Ave,Lakewood,CO,80214,235.36,106,Yes,1,3,0,0,0
Madeline Erwine,716,1062 Wheeling St,Aurora,CO,80011,781.14,100,No,5,1,0,0,0
Ana Cisneros,718,9404 Otis St,Broomfield,CO,80021,781.66,103,No,7,2,0,0,0
Nicole Manning,745,11490 E Virginia Dr,Aurora,CO,80012,690.64,105,No,7,3,0,0,0
Rebecca Schubert,756,3549 S Quintero St,Aurora,CO,80013,845.03,104,No,6,5,0,0,0
Evelyn Haase,772,3943 S Boston St,Denver,CO,80237,906.94,105,No,9,3,0,0,0
Cynthia Louy,776,5846 Pierce St,Arvada,CO,80003,702.59,103,No,6,3,0,0,0
Yadira Rodriguez,786,170 Oneida St,Denver,CO,80220,788.36,100,No,6,4,0,0,0
Christie Toliver,787,915 S Lima St,Aurora,CO,80012,369.73,104,No,3,4,0,0,0
Jessica Starwalt,806,11832 Utica Way,Westminster,CO,80031,623.65,109,No,2,7,0,0,0
Dorothy Richards,830,13393 W Saratoga Dr,Morrison,CO,80465,834.37,106,No,6,2,0,0,0
Susan Cameron,838,12151 E Mexico Ave,Aurora,CO,80012,674.79,105,No,6,8,0,0,0
Tracie Cooper,851,9710 E 35th Ave,Denver,CO,80238,769.95,100,No,5,5,0,0,0
Frances Wallace,853,8050 Holland Ct,Arvada,CO,80005,702.56,103,No,4,8,0,0,0
Emily Smith,871,1607 S Ironton St,Aurora,CO,80012,578.16,105,No,7,8,0,0,0
Taryn Gasparini,883,1457 Ash St,Denver,CO,80220,919.52,106,No,5,1,0,0,0
Samantha Kielar,885,526 S Olive Way,Denver,CO,80224,786.01,101,No,5,4,0,0,0
Allce Baker,886,8113 W 10th Ave,Lakewood,CO,80214,739.91,106,No,6,5,0,0,0
Michaela Bollwitt,887,2237 S Nome Ct,Aurora,CO,80014,668.53,104,No,6,8,0,0,0
Sandra Just,889,7000 E 75th Ave,Commerce City,CO,80022,562.25,105,No,7,7,0,0,0
Sheila Griesch,898,9455 W Kentucky Ave,Lakewood,CO,80226,773.14,101,No,6,1,0,0,0
Mary Zuelsdorf,913,4380 S Kalamath St,Englewood,CO,80110,834.64,100,No,7,8,0,0,0
Karen Curtis,914,11874 Perry St,Westminster,CO,80031,612.42,109,No,7,1,0,0,0
Kimberly Walz,918,350 Jade St,Broomfield,CO,80020,757.7,109,No,6,1,0,0,0
Diana Maclean,954,1924 S Newark Way,Aurora,CO,80014,817.61,105,No,6,7,0,0,0
Alana Culberson,961,1699 Downing St,Denver,CO,80218,748.75,108,No,5,3,0,0,0
Lisa Hascall,962,6317 S Teller Ct,Littleton,CO,80123,702.35,101,No,7,8,0,0,0
Ruth Sanchez,984,3121 Queen Ct,Broomfield,CO,80020,761.98,108,No,7,8,0,0,0
Nancy Cameron,1009,4125C S Evanston Cir,Aurora,CO,80014,574.47,104,No,2,3,0,0,0
Lorinda Kellogg,1014,370 Eudora St,Denver,CO,80220,612.77,107,No,7,5,0,0,0
Betsy Mixson-Kominsky,1018,2552 E Alameda Ave,Denver,CO,80209,578.4,100,No,7,1,0,0,0
Luemila Neyman,1020,8060 E Girard Ave,Denver,CO,80231,593.81,105,No,8,6,0,0,0
Sandra Peters,1027,648 Allison St,Lakewood,CO,80214,788.14,103,No,3,4,0,0,0
Chris Vialpando,1028,4550 E Jewell Ave,Denver,CO,80222,687.96,105,No,6,7,0,0,0
Darla Sullivan,1031,9521 W 65th Ave,Arvada,CO,80004,790.82,103,No,7,6,0,0,0
Ashley Guerriero,1032,1110 S Bellaire St,Denver,CO,80246,249.3,101,No,2,2,0,0,0
Joanna Villasenor,1049,17065 E Dorado Cir,Centennial,CO,80015,113.14,104,Yes,1,5,0,0,0
Eve Lopez,1053,7988 W 82nd Pl,Arvada,CO,80005,620.84,103,No,6,7,0,0,0
Charanjit Dhaliwal,1054,355 Ash St,Broomfield,CO,80020,640.97,109,No,5,3,0,0,0
Feliciana Lilgerose,1057,7816 Cathedral Peak,Littleton,CO,80127,151.84,101,Yes,1,8,0,0,0
Becky Greene,1077,1094 Ouray St,Aurora,CO,80011,70.01,105,No,1,5,0,0,0
Cheryl Lorenz,1079,826 S Eliot St,Denver,CO,80219,242.72,106,Yes,2,8,0,0,0
Marci Kehrli,1080,8601 Garland Ct,Arvada,CO,80005,700.24,103,No,7,4,0,0,0
Jessica Radke,1085,7663 Saulsbury St,Arvada,CO,80003,738.6,107,No,8,3,0,0,0
M Music,1090,778 S Bryant St,Denver,CO,80219,921.85,106,No,7,8,0,0,0
Hoa Le,1091,8557 W Hampden Ave,Lakewood,CO,80227,906.23,106,No,3,2,0,0,0
Krista Florez,1103,8201 W 9th Ave,Lakewood,CO,80214,914.58,103,No,6,3,0,0,0
Emberle Harter,1105,1450 S Shoshone St,Denver,CO,80223,583.42,100,No,5,3,0,0,0
Carol Larocque,1108,4750 W 103rd Ct,Westminster,CO,80031,655.33,103,No,8,1,0,0,0
Madeline Schlenz,1109,13180 Grant Cir W,Thornton,CO,80241,911.36,103,No,7,3,0,0,0
Lucy Faber,1116,5441 W 48th Ave,Denver,CO,80212,765.08,107,No,7,3,0,0,0
Marita Reed,1117,12174 W Applewood Knolls Dr,Lakewood,CO,80215,842.53,106,No,7,6,0,0,0
Elizabeth Harris,1126,19445 E Powers Pl,Aurora,CO,80015,768.46,102,No,7,8,0,0,0
Lora Heckman,1127,1647 S Wheeling Cir,Aurora,CO,80012,701.86,105,No,6,5,0,0,0
Jain Wainwright,1128,5847 Union St,Arvada,CO,80004,81.75,108,No,1,5,0,0,0
Sandra Coates,1131,2080 S Patton Ct,Denver,CO,80219,565.02,101,No,7,5,0,0,0
Tiffany Burnham,1140,7524 Swadley St,Arvada,CO,80005,873.01,108,No,3,2,0,0,0
Jessica Teitelbaum,1182,5280 W 24th Ave,Edgewater,CO,80214,880.85,107,No,5,1,0,0,0
Deborah Perez,1183,7433 Vance St,Arvada,CO,80003,686.15,103,No,7,5,0,0,0
Monica Garcia,1187,19654 E Linvale Dr,Aurora,CO,80013,194.25,100,No,1,8,0,0,0
Stefanie Pressler,1194,6565 W Mississippi Pl,Lakewood,CO,80232,724.9,108,No,5,2,0,0,0
Alyssa Taylor,1206,431 Marion St,Denver,CO,80218,845.7,100,No,7,1,0,0,0
Sharyn Griffith,1211,12524 Forest Dr,Thornton,CO,80241,688.17,109,No,7,5,0,0,0
Manuela Basurto,1213,1863 Wazee St,Denver,CO,80202,652.1,106,No,7,1,0,0,0
Cynthia Bjork,1230,9732 W Polk Dr,Littleton,CO,80123,565.88,101,No,5,5,0,0,0
Delores Vellinga,1233,11560 W 72nd Pl,Arvada,CO,80005,851.23,108,No,6,7,0,0,0
Suzanne Nelson,1238,9123 E Mississippi Ave,Denver,CO,80247,806.4,100,No,8,2,0,0,0
Holly Boggs,1239,7166 W Custer Ave,Lakewood,CO,80226,221.58,106,Yes,2,3,0,0,0
Angela Flack,1241,4101 Yates St,Denver,CO,80212,660.77,107,No,6,1,0,0,0
Karen Montgomery,1242,5246 S Waco St,Centennial,CO,80015,565.12,104,No,5,2,0,0,0
Andrea Dicroce,1250,4830 Stuart St,Denver,CO,80212,614.02,107,No,7,3,0,0,0
Sarah Brown,1254,1347 Knox Ct,Denver,CO,80204,309.82,106,No,7,1,0,0,0
Mary Maydew,1259,1180 S Waco St,Aurora,CO,80017,606.18,102,No,4,4,0,0,0
Kim Martinez,1261,12880 W 86th Ave,Arvada,CO,80005,588.67,107,No,5,5,0,0,0
Mary Jones,1271,6630 W 31st Ave,Denver,CO,80214,617.97,107,No,5,7,0,0,0
Merry Williams,1295,11654 W 76th Ln,Arvada,CO,80005,291.04,108,No,3,7,0,0,0
Rosa Ibarra,1301,84 Spruce St,Denver,CO,80230,798.98,100,No,5,4,0,0,0
Nicole Espinova,1304,7409 Deframe St,Arvada,CO,80005,717.02,108,No,7,8,0,0,0
Ashley Mceachron,1310,3106 S Osceola St,Denver,CO,80236,739.1,101,No,5,2,0,0,0
Betty Crist,1313,12 S Dahlia St,Denver,CO,80246,775.66,100,No,7,1,0,0,0
Nora Woolums,1315,6190 W 5th Ave,Lakewood,CO,80226,582.25,106,No,6,6,0,0,0
Marge Cozart,1317,10533 King St,Westminster,CO,80031,558.23,109,No,7,4,0,0,0
